
time,open,high,low,close,M15 Line,M25 Line,standardized candle (开盘价),standardized candle (最高价,standardized candle (最低价),standardized candle (关闭),Volume,Histogram,MACD,Signal,K,D
2026-02-17T10:00:00+08:00,4957.485,4971.55,4954.875,4967.125,4987.295333333324,4993.416599999991,4954.875,4971.55,4954.875,,16827,-4.385139674183438,-9.201927015775254,-4.816787341591817,32.80260266138182,28.548382655656336
2026-02-17T11:00:00+08:00,4967.13,4970.215,4949.76,4956.87,4983.509333333324,4990.882799999991,4949.76,4970.215,4949.76,,20292,-4.361131110605165,-10.268201229848273,-5.907070119243108,48.76779924141774,35.62660967925568
2026-02-17T12:00:00+08:00,4956.86,4960.455,4946.71,4953.03,4979.971999999992,4988.379199999991,4946.71,4960.455,4946.71,,15637,-4.308671507175342,-11.292909503212286,-6.984237996036944,50.96543029774946,44.178610733516344
2026-02-17T13:00:00+08:00,4952.995,4954.49,4859.2,4888.94,4972.2513333333245,4982.778599999991,4859.2,4954.49,4859.2,,58772,-8.076323273346812,-17.079642087720458,-9.003318814373646,30.994566882490346,43.57593214055252
2026-02-17T14:00:00+08:00,4889,4914.295,4886.6,4910.355,4966.139666666658,4979.4111999999905,4859.2,4914.295,4859.2,,26718,-8.565703387654318,-19.710448048941544,-11.144744661287225,26.33634580893938,36.09878099639307
2026-02-17T15:00:00+08:00,4910.38,4922.365,4903.87,4917.1,4960.788666666658,4976.592999999991,4903.87,4922.365,4903.87,,26854,-7.891354384517179,-21.0089376419337,-13.11758325741652,25.955095690940908,27.76200279412355
2026-02-17T16:00:00+08:00,4917.085,4930.425,4916.26,4920.78,4956.279999999991,4974.30819999999,4916.26,4930.425,4916.26,,23918,-6.700568151500017,-21.49329344679154,-14.792725295291524,42.46654581529716,31.58599577172582
2026-02-17T17:00:00+08:00,4920.75,4932.67,4913.365,4926.09,4952.705999999992,4971.72099999999,4916.26,4932.67,4916.26,,22331,-5.129217307636139,-21.2042469298367,-16.07502962220056,50.431340975474946,39.61766082723768
2026-02-17T18:00:00+08:00,4926.03,4939.4,4907.885,4913.385,4947.706999999991,4968.45959999999,4916.26,4939.4,4916.26,,22317,-4.539693436121773,-21.74964641735278,-17.209952981231005,50.82939237498838,47.9090930552535
2026-02-17T19:00:00+08:00,4913.665,4931.24,4913.34,4929.4,4943.549333333325,4965.33959999999,4913.34,4931.24,4913.34,,21867,-2.753273320743226,-20.65154463216004,-17.898271311416813,58.95527256962854,53.40533530669729
2026-02-17T20:00:00+08:00,4929.54,4944.7,4928.44,4932.255,4939.393666666658,4962.30539999999,4928.44,4944.7,4928.44,,28326,-1.1438741108247044,-19.328113949947692,-18.184239839122988,67.0404085211602,58.941691155259036
